from,to,source_essential,target_essential,edge_type
glpK,SPD_0191,n,n,N-N
pyrR,SPD_0191,n,n,N-N
cdd-1,SPD_0191,n,n,N-N
cdd-2,SPD_0191,n,n,N-N
pdp,SPD_0191,n,n,N-N
pyrH,SPD_0191,y,n,E-N
cmk,SPD_0191,n,n,N-N
upp,SPD_0191,n,n,N-N
Acetyltransferase,SPD_0191,n,n,N-N
rpsB,pyrG,n,n,N-N
pyrH,pyrG,y,n,E-N
Acetyltransferase,nrdG,n,n,N-N
SPD_0191,nrdG,n,n,N-N
SPD_1778,cbf1,n,n,N-N
rsgA,cbf1,n,n,N-N
SPD_1779,cbf1,n,n,N-N
rpe,cbf1,y,n,E-N
spr0182,orf47,n,n,N-N
cbf1,orf47,n,n,N-N
SPD_0773,SPD_0291,n,n,N-N
rpe,SPD_0290,y,n,E-N
SPD_0773,SPD_0290,n,n,N-N
SPD_1834,SPD_0290,n,n,N-N
regR,SPD_0290,n,n,N-N
SPD_0291,SPD_0290,n,n,N-N
gpmA,eda,y,n,E-N
SPD_1496,eda,n,n,N-N
eno,eda,y,n,E-N
fba,eda,y,n,E-N
gapN,eda,n,n,N-N
gap,eda,n,n,N-N
tpiA,eda,y,n,E-N
regR,eda,n,n,N-N
SPD_0291,eda,n,n,N-N
SPD_0290,eda,n,n,N-N
yajC-2,yajC-1,n,n,N-N
ffh,yajC-1,y,n,E-N
yidC,yajC-1,n,n,N-N
SPD_1850,yajC-1,y,n,E-N
regR,yajC-1,n,n,N-N
regR,SPD_0300,n,n,N-N
SPD_0290,SPD_0300,n,n,N-N
yajC-1,SPD_0300,n,n,N-N
SPD_0378,Oxidoreductase,n,n,N-N
SPD_0265,Oxidoreductase,n,n,N-N
glpK,Oxidoreductase,n,n,N-N
SPD_0291,Oxidoreductase,n,n,N-N
SPD_0290,Oxidoreductase,n,n,N-N
eda,Oxidoreductase,n,n,N-N
regR,SPD_0296,n,n,N-N
SPD_0291,SPD_0296,n,n,N-N
SPD_0290,SPD_0296,n,n,N-N
yajC-1,SPD_0296,n,n,N-N
SPD_0300,SPD_0296,n,n,N-N
Oxidoreductase,SPD_0296,n,n,N-N
regR,SPD_0287,n,n,N-N
SPD_0290,SPD_0287,n,n,N-N
yajC-1,SPD_0287,n,n,N-N
SPD_0300,SPD_0287,n,n,N-N
SPD_0296,SPD_0287,n,n,N-N
regR,SPD_0294,n,n,N-N
SPD_0291,SPD_0294,n,n,N-N
SPD_0290,SPD_0294,n,n,N-N
eda,SPD_0294,n,n,N-N
yajC-1,SPD_0294,n,n,N-N
SPD_0300,SPD_0294,n,n,N-N
Oxidoreductase,SPD_0294,n,n,N-N
SPD_0296,SPD_0294,n,n,N-N
SPD_0287,SPD_0294,n,n,N-N
SPD_1165,pgsA,n,y,N-E
SPD_2044,pgsA,n,y,N-E
ecfT,pgsA,n,y,N-E
cbiO1,pgsA,y,y,E-E
cbiO2,pgsA,n,y,N-E
mreC,pgsA,n,y,N-E
cdsA,pgsA,n,y,N-E
SPD_1771,SPD_1769,n,n,N-N
pgsA,SPD_0185,y,n,E-N
SPD_1769,SPD_0185,n,n,N-N
spr0179,folC,n,n,N-N
SPD_0270,folC,y,n,E-N
glyS,SPD_1303,n,n,N-N
SPD_1010,SPD_1303,n,n,N-N
SPD_0868,SPD_1331,n,n,N-N
SPD_1333,SPD_1331,n,n,N-N
mecA,SPD_1331,n,n,N-N
SPD_0465,SPD_1331,n,n,N-N
SPD_1854,SPD_1331,n,n,N-N
SPD_1332,SPD_1331,n,n,N-N
alaS,SPD_1331,n,n,N-N
ezrA,SPD_1331,y,n,E-N
gapN,SPD_1331,n,n,N-N
SPD_0802,SPD_1331,n,n,N-N
rpoZ,SPD_1331,y,n,E-N
SPD_1834,SPD_1331,n,n,N-N
SPD_0708,SPD_0706,n,y,N-E
SPD_2044,SPD_0706,n,y,N-E
ftsA,SPD_0706,y,y,E-E
mreC,SPD_0706,n,y,N-E
murA-1,SPD_0706,y,y,E-E
murC,SPD_0706,y,y,E-E
penA,SPD_0706,n,y,N-E
ezrA,SPD_0706,y,y,E-E
murF,SPD_0706,y,y,E-E
murD,SPD_0706,y,y,E-E
pbpX,SPD_0706,y,y,E-E
mraY,SPD_0706,y,y,E-E
SPD_0626,tenA,n,n,N-N
SPD_0625,tenA,n,n,N-N
thiW,tenA,n,n,N-N
SPD_1423,tenA,y,n,E-N
rsgA,tenA,n,n,N-N
SPD_1779,tenA,n,n,N-N
thiD,tenA,n,n,N-N
thiM2,tenA,n,n,N-N
thiM,tenA,n,n,N-N
SPD_0622,tenA,n,n,N-N
SPD_0627,tenA,n,n,N-N
ylmE,thiE-2,y,n,E-N
SPD_0626,thiE-2,n,n,N-N
SPD_0625,thiE-2,n,n,N-N
thiW,thiE-2,n,n,N-N
SPD_1423,thiE-2,y,n,E-N
rsgA,thiE-2,n,n,N-N
thiD,thiE-2,n,n,N-N
thiM2,thiE-2,n,n,N-N
thiM,thiE-2,n,n,N-N
SPD_0627,thiE-2,n,n,N-N
tenA,thiE-2,n,n,N-N
thiW,thiE-1,n,n,N-N
SPD_1423,thiE-1,y,n,E-N
rsgA,thiE-1,n,n,N-N
thiD,thiE-1,n,n,N-N
thiM2,thiE-1,n,n,N-N
thiM,thiE-1,n,n,N-N
tenA,thiE-1,n,n,N-N
thiE-2,thiE-1,n,n,N-N
SPD_1010,SPD_0182,n,n,N-N
SPD_1303,SPD_0182,n,n,N-N
SPD_0182,SPD_0181,n,n,N-N
SPD_1713,SPD_1715,n,n,N-N
SPD_1712,SPD_1715,n,n,N-N
SPD_1481,SPD_1715,n,n,N-N
SPD_1714,SPD_1715,n,n,N-N
SPD_0564,SPD_1715,n,n,N-N
SPD_1288,SPD_1715,n,n,N-N
hemH,pepT,n,n,N-N
pepQ,pepT,n,n,N-N
SPD_1572,SPD_1571,n,n,N-N
prmA,SPD_1571,n,n,N-N
pepX,pepN,n,n,N-N
pepO,pepN,n,n,N-N
SPD_0815,pepN,n,n,N-N
pepQ,pepN,n,n,N-N
ciaH,pepN,n,n,N-N
cysK,pepN,n,n,N-N
SPD_1352,pepN,n,n,N-N
pepC,pepN,n,n,N-N
eep,pepN,y,n,E-N
pepQ,pepV,n,n,N-N
SPD_0543,pepV,n,n,N-N
SPD_0541,pepV,n,n,N-N
pepN,pepV,n,n,N-N
parE,parC,y,n,E-N
pepT,SPD_0177,n,n,N-N
SPD_1571,SPD_0177,n,n,N-N
pepN,SPD_0177,n,n,N-N
pepV,SPD_0177,n,n,N-N
hprK,SPD_1242,n,n,N-N
SPD_1239,SPD_1242,n,n,N-N
lgt,SPD_1242,n,n,N-N
rpoZ,SPD_1242,y,n,E-N
SPD_0981,SPD_0978,n,n,N-N
SPD_0977,SPD_0978,n,n,N-N
rex,SPD_0978,n,n,N-N
SPD_0718,SPD_0978,n,n,N-N
SPD_0765,SPD_0978,n,n,N-N
sufS,SPD_0978,n,n,N-N
SPD_0177,SPD_0175,n,n,N-N
SPD_1242,SPD_0174,n,n,N-N
SPD_0978,SPD_0174,n,n,N-N
SPD_0175,SPD_0174,n,n,N-N
SPD_1898,SPD_1899,n,n,N-N
SPD_1895,SPD_1899,n,n,N-N
Transposase,SPD_1899,n,n,N-N
mutY,ogt,n,n,N-N
SPD_1291,ogt,n,n,N-N
SPD_1293,ogt,n,n,N-N
ftsX,prfB,n,n,N-N
ftsE,prfB,y,n,E-N
rnc,prfB,n,n,N-N
miaA,prfB,n,n,N-N
prfC,prfB,n,n,N-N
SPD_1850,prfB,y,n,E-N
thrS,prfB,y,n,E-N
rpmF,prfB,y,n,E-N
rplL,prfB,n,n,N-N
rplI,prfB,n,n,N-N
rplD,prfB,y,n,E-N
rplQ,prfB,y,n,E-N
rplU,prfB,n,n,N-N
rplP,prfB,y,n,E-N
rplC,prfB,n,n,N-N
murE,uppS,y,n,E-N
eep,uppS,y,n,E-N
SPD_0438,uppS,n,n,N-N
ispA,uppS,n,n,N-N
bacA,uppS,y,n,E-N
cdsA,uppS,n,n,N-N
proS,uppS,y,n,E-N
SPD_1090,coaB,n,n,N-N
coaA,coaB,y,n,E-N
cysK,coaB,n,n,N-N
SPD_1352,coaB,n,n,N-N
ArgR,nrdR,n,n,N-N
ribA,nrdR,n,n,N-N
serA,nrdR,n,n,N-N
frp,nrdR,n,n,N-N
SPD_1520,nrdR,n,n,N-N
SPD_0268,folP,n,y,N-E
glmM,folP,y,y,E-E
SPD_0270,folP,y,y,E-E
folC,folP,n,y,N-E
tyrA,pabB,n,n,N-N
aroB,pabB,n,n,N-N
aroK,pabB,n,n,N-N
trpE,pabB,n,n,N-N
trpD,pabB,n,n,N-N
trpC,pabB,n,n,N-N
SPD_1151,pabB,n,n,N-N
aroC,pabB,n,n,N-N
ilvC,pabB,n,n,N-N
aroE,pabB,n,n,N-N
ptsI,pabB,n,n,N-N
trpG,pabB,n,n,N-N
pheA,pabB,n,n,N-N
SPD_1834,pabB,n,n,N-N
folP,pabB,y,n,E-N
hexA,tag,n,n,N-N
SPD_1899,tag,n,n,N-N
ogt,tag,n,n,N-N
SPD_0172,tag,n,n,N-N
SPD_1090,coaC,n,y,N-E
coaD,coaC,y,y,E-E
coaA,coaC,y,y,E-E
coaB,coaC,n,y,N-E
SPD_0984,SPD_0982,n,y,N-E
nadK,SPD_0982,y,y,E-E
SPD_0981,SPD_0982,n,y,N-E
recP-1,pyk,n,y,N-E
ppc,pyk,n,y,N-E
ackA,pyk,n,y,N-E
deoC,pyk,n,y,N-E
pgk,pyk,y,y,E-E
SPD_1113,pyk,n,y,N-E
gpmA,pyk,y,y,E-E
eno,pyk,y,y,E-E
fba,pyk,y,y,E-E
gapN,pyk,n,y,N-E
SPD_0265,pyk,n,y,N-E
zwf,pyk,n,y,N-E
gap,pyk,n,y,N-E
tpiA,pyk,y,y,E-E
pflB,pyk,n,y,N-E
eda,pyk,n,y,N-E
SPD_0982,pyk,y,y,E-E
pyrK,pyrF,n,n,N-N
pyrDa,pyrF,n,n,N-N
uraA,pyrF,n,n,N-N
udk,pyrF,n,n,N-N
pyrR,pyrF,n,n,N-N
pyrH,pyrF,y,n,E-N
upp,pyrF,n,n,N-N
SPD_0191,pyrF,n,n,N-N
SPD_1572,sun,n,n,N-N
SPD_1541,sun,n,n,N-N
SPD_1540,sun,n,n,N-N
priA,sun,n,n,N-N
SPD_1559,sun,y,n,E-N
rsfS,sun,n,n,N-N
rpsA,sun,n,n,N-N
rsgA,sun,n,n,N-N
rlmN,sun,n,n,N-N
rbfA,sun,n,n,N-N
rimP,sun,n,n,N-N
trmB,sun,n,n,N-N
SPD_1233,sun,n,n,N-N
prmA,sun,n,n,N-N
phpP,sun,y,n,E-N
rpe,sun,y,n,E-N
nusA,sun,y,n,E-N
rpoZ,sun,y,n,E-N
SPD_1019,sun,y,n,E-N
tehB,ybeY,n,y,N-E
pmrA,ybeY,n,y,N-E
mutM,ybeY,n,y,N-E
era,ybeY,n,y,N-E
SPD_0838,ybeY,n,y,N-E
coaE,ybeY,y,y,E-E
era,relA,n,y,N-E
dtd,relA,n,y,N-E
SPD_0982,relA,y,y,E-E
pyk,relA,y,y,E-E
SPD_0268,folE,n,y,N-E
SPD_0270,folE,y,y,E-E
folC,folE,n,y,N-E
folP,folE,y,y,E-E
pabB,folE,n,y,N-E
SPD_0982,folE,y,y,E-E
pyk,folE,y,y,E-E
relA,folE,y,y,E-E
SPD_1947,hisS,n,n,N-N
SPD_1946,hisS,n,n,N-N
SPD_1949,hisS,n,n,N-N
tyrS,hisS,y,n,E-N
thrS,hisS,y,n,E-N
lysS,hisS,y,n,E-N
aspS,hisS,n,n,N-N
cysS,hisS,n,n,N-N
valS,hisS,n,n,N-N
nadD,sulD,y,y,E-E
nadC,sulD,n,y,N-E
nadE,sulD,n,y,N-E
trpG,sulD,n,y,N-E
pheA,sulD,n,y,N-E
SPD_0270,sulD,y,y,E-E
folC,sulD,n,y,N-E
folP,sulD,y,y,E-E
pabB,sulD,n,y,N-E
folE,sulD,y,y,E-E
SPD_0267,SPD_0266,n,n,N-N
rlmH,ribD,n,n,N-N
nadK,ribD,y,n,E-N
coaE,ribD,y,n,E-N
coaD,ribD,y,n,E-N
SPD_1423,ribD,y,n,E-N
thiD,ribD,n,n,N-N
iga,ribD,n,n,N-N
grpE,ribD,n,n,N-N
proA,ribD,n,n,N-N
nusB,ribD,y,n,E-N
dapB,ribD,y,n,E-N
msrAB1,ribD,n,n,N-N
msrAB2,ribD,n,n,N-N
trpS,ribD,y,n,E-N
greA,ribD,y,n,E-N
SPD_1034,ribD,n,n,N-N
uppS,ribD,n,n,N-N
coaB,ribD,n,n,N-N
nrdR,ribD,n,n,N-N
folP,ribD,y,n,E-N
pabB,ribD,n,n,N-N
coaC,ribD,y,n,E-N
sun,ribD,n,n,N-N
ybeY,ribD,y,n,E-N
folE,ribD,y,n,E-N
sulD,ribD,y,n,E-N
SPD_0266,ribD,n,n,N-N
tag,ribE,n,n,N-N
sulD,ribE,y,n,E-N
SPD_0266,ribE,n,n,N-N
ribD,ribE,n,n,N-N
nadK,ribB,y,n,E-N
proB,ribB,n,n,N-N
coaD,ribB,y,n,E-N
sodA,ribB,n,n,N-N
proA,ribB,n,n,N-N
nusB,ribB,y,n,E-N
dapB,ribB,y,n,E-N
coaB,ribB,n,n,N-N
nrdR,ribB,n,n,N-N
folP,ribB,y,n,E-N
coaC,ribB,y,n,E-N
SPD_0982,ribB,y,n,E-N
pyk,ribB,y,n,E-N
pyrF,ribB,n,n,N-N
sun,ribB,n,n,N-N
ybeY,ribB,y,n,E-N
relA,ribB,y,n,E-N
folE,ribB,y,n,E-N
sulD,ribB,y,n,E-N
ribD,ribB,n,n,N-N
ribE,ribB,n,n,N-N
hisS,ribH,n,n,N-N
sulD,ribH,y,n,E-N
SPD_0266,ribH,n,n,N-N
ribD,ribH,n,n,N-N
ribE,ribH,n,n,N-N
ribB,ribH,n,n,N-N
hexA,mutS2,n,n,N-N
pavA,mutS2,n,n,N-N
celA,SPD_0975,y,y,E-E
SPD_1122,SPD_0975,n,y,N-E
prmA,dnaJ,n,n,N-N
clpE,dnaJ,n,n,N-N
SPD_2022,dnaJ,n,n,N-N
ctsR,dnaJ,n,n,N-N
groES,dnaJ,n,n,N-N
grpE,dnaJ,n,n,N-N
hrcA,dnaJ,n,n,N-N
parE,dnaJ,y,n,E-N
clpL,dnaJ,n,n,N-N
SPD_1331,dnaJ,n,n,N-N
parC,dnaJ,n,n,N-N
SPD_1473,ftsZ,n,y,N-E
ylmG,ftsZ,n,y,N-E
ylmH,ftsZ,n,y,N-E
SP_1660,ftsZ,n,y,N-E
ftsX,ftsZ,n,y,N-E
ftsE,ftsZ,y,y,E-E
ylmE,ftsZ,y,y,E-E
ylmF,ftsZ,n,y,N-E
ftsA,ftsZ,y,y,E-E
divIVA,ftsZ,y,y,E-E
mreC,ftsZ,n,y,N-E
clpX,ftsZ,y,y,E-E
murC,ftsZ,y,y,E-E
gpsB,ftsZ,n,y,N-E
penA,ftsZ,n,y,N-E
SPD_0952,ftsZ,y,y,E-E
pbp2A,ftsZ,n,y,N-E
pbp1A,ftsZ,n,y,N-E
ezrA,ftsZ,y,y,E-E
murF,ftsZ,y,y,E-E
murD,ftsZ,y,y,E-E
pbpX,ftsZ,y,y,E-E
mraW,ftsZ,y,y,E-E
SPD_0706,ftsZ,y,y,E-E
relA,ftsZ,y,y,E-E
prfB,ruvA,n,y,N-E
SPD_0172,ruvA,n,y,N-E
tag,ruvA,n,y,N-E
hexA,uvrC,n,n,N-N
SPD_0537,uvrC,n,n,N-N
ligA,uvrC,y,n,E-N
celB,uvrC,n,n,N-N
SPD_0539,uvrC,n,n,N-N
ribD,uvrC,n,n,N-N
ruvA,uvrC,y,n,E-N
phpA,spr1730,n,n,N-N
spr0466,spr1730,n,n,N-N
spr1730,spr0159,n,n,N-N
shetA,spr0159,n,n,N-N
nirC,spr0159,n,n,N-N
ABC-MSP,spr0159,n,n,N-N
spr0158,spr0159,n,n,N-N
msrAB1,nrdH,n,n,N-N
msrAB2,nrdH,n,n,N-N
nrdH,SPD_0160,n,n,N-N
SPD_0185,SPD_0186,n,n,N-N
SPD_1253,SPD_1252,n,n,N-N
SPD_2044,SPD_1252,n,n,N-N
SPD_0568,SPD_1252,n,n,N-N
SPD_1010,SPD_0681,n,n,N-N
SPD_1715,SPD_0681,n,n,N-N
SPD_0463,SPD_0462,n,n,N-N
SPD_0465,SPD_0462,n,n,N-N
SPD_1252,SPD_0462,n,n,N-N
SPD_1942,SPD_1943,n,n,N-N
SPD_1947,SPD_1943,n,n,N-N
SPD_1946,SPD_1943,n,n,N-N
SPD_1949,SPD_1943,n,n,N-N
SPD_1803,SPD_1943,n,n,N-N
SPD_0568,SPD_1943,n,n,N-N
SPD_1715,SPD_1943,n,n,N-N
hisS,SPD_1943,n,n,N-N
SPD_1252,SPD_1943,n,n,N-N
SPD_0805,SPD_1446,y,n,E-N
SPD_0804,SPD_1446,n,n,N-N
msrAB2,rr09,n,n,N-N
nrdH,spr0156,n,y,N-E
spr0155,spr0156,n,y,N-E
spr0156,rr07,y,n,E-N
rr09,hk07,n,n,N-N
ABC-SBP,hk07,n,n,N-N
spr0155,hk07,n,n,N-N
spr0156,hk07,y,n,E-N
spr0152,hk07,n,n,N-N
hk09,hk07,n,n,N-N
rr07,hk07,n,n,N-N
SPD_1267,SPD_1266,n,n,N-N
SPD_1265,SPD_1266,n,n,N-N
SPD_1264,SPD_1266,n,n,N-N
SPD_1263,SPD_1266,n,n,N-N
SPD_1262,SPD_1266,n,n,N-N
SPD_0627,SPD_1266,n,n,N-N
ecfT,SPD_1266,n,n,N-N
SPD_0684,SPD_1266,n,n,N-N
cbiO1,SPD_1266,y,n,E-N
cbiO2,SPD_1266,n,n,N-N
SPD_0435,SPD_1266,n,n,N-N
SPD_1266,SPD_0155,n,n,N-N
sufS,metF,n,n,N-N
SPD_0588,metF,n,n,N-N
cysK,metF,n,n,N-N
lpdA,metF,n,n,N-N
pabB,metF,n,n,N-N
SPD_0759,metK,y,y,E-E
cysK,metK,n,y,N-E
mtnN,metK,n,y,N-E
luxS,metK,n,y,N-E
tpiA,metK,y,y,E-E
ribD,metK,n,y,N-E
ribB,metK,n,y,N-E
metF,metK,n,y,N-E
sufS,SPD_1353,n,n,N-N
SPD_1074,SPD_1353,n,n,N-N
cysK,SPD_1353,n,n,N-N
SPD_1352,SPD_1353,n,n,N-N
luxS,SPD_1353,n,n,N-N
pflB,SPD_1353,n,n,N-N
metF,SPD_1353,n,n,N-N
metK,SPD_1353,y,n,E-N
SPD_0433,SPD_0431,n,n,N-N
SPD_0434,SPD_0431,n,n,N-N
SPD_0435,SPD_0431,n,n,N-N
SPD_0432,SPD_0431,n,n,N-N
Peptidase,SPD_0154,n,n,N-N
SPD_0540,SPD_1289,n,n,N-N
SPD_1288,SPD_1289,n,n,N-N
SPD_0411,SPD_1098,n,n,N-N
cysK,SPD_1098,n,n,N-N
SPD_1289,SPD_1098,n,n,N-N
metF,metN,n,n,N-N
metK,metN,y,n,E-N
SPD_0431,metN,n,n,N-N
Peptidase,metN,n,n,N-N
SPD_0154,metN,n,n,N-N
SPD_1353,Lipoprotein,n,n,N-N
SPD_0431,Lipoprotein,n,n,N-N
Peptidase,Lipoprotein,n,n,N-N
SPD_0154,Lipoprotein,n,n,N-N
metN,Lipoprotein,n,n,N-N
SPD_1289,SPD_0150,n,n,N-N
SPD_1098,SPD_0150,n,n,N-N
metN,SPD_0150,n,n,N-N
Lipoprotein,SPD_0150,n,n,N-N
SPD_1515,SPD_1514,n,n,N-N
SPD_1516,SPD_1514,n,n,N-N
SPD_0939,SPD_0707,n,n,N-N
SPD_1331,SPD_0707,n,n,N-N
SPD_0706,SPD_0707,y,n,E-N
tenA,SPD_0707,n,n,N-N
thiE-2,SPD_0707,n,n,N-N
thiE-1,SPD_0707,n,n,N-N
ribD,SPD_0707,n,n,N-N
SPD_0947,SPD_0950,n,n,N-N
SPD_0949,SPD_0950,n,n,N-N
SPD_0945,SPD_0950,n,n,N-N
SPD_0948,SPD_0950,n,n,N-N
SPD_0940,SPD_0950,n,n,N-N
SPD_0941,SPD_0950,n,n,N-N
SPD_0939,SPD_0950,n,n,N-N
SPD_1514,SPD_0146,n,n,N-N
SPD_0145,SPD_0146,n,n,N-N
SPD_0149,SPD_0146,n,n,N-N
SPD_0148,SPD_0146,n,n,N-N
SPD_0145,SPD_0147,n,n,N-N
SPD_0149,SPD_0147,n,n,N-N
SPD_0148,SPD_0147,n,n,N-N
SPD_0146,SPD_0147,n,n,N-N
SPD_0149,SPD_0144,n,n,N-N
SPD_0707,SPD_0144,n,n,N-N
SPD_0950,SPD_0144,n,n,N-N
SPD_0148,SPD_0144,n,n,N-N
SPD_0146,SPD_0144,n,n,N-N
SPD_0147,SPD_0144,n,n,N-N
cps2P,cps2J,n,n,N-N
cps2I,cps2J,n,n,N-N
cps2H,cps2J,n,n,N-N
cps2P,galT1,n,n,N-N
cps2P,galT2,n,n,N-N
rfbB,cps2K,n,n,N-N
galT-2,cps2K,n,n,N-N
SPD_1648,cps2K,n,n,N-N
cps2M,cps2K,n,n,N-N
cps2L,cps2K,n,n,N-N
cps2P,cps2K,n,n,N-N
cps2I,cps2K,n,n,N-N
cps2H,cps2K,n,n,N-N
cps2J,cps2K,n,n,N-N
galT1,cps2K,n,n,N-N
galT2,cps2K,n,n,N-N
nplT,GalE,n,n,N-N
cps2P,GalE,n,n,N-N
cps2K,GalE,n,n,N-N
cps2P,spr1683,n,n,N-N
cps2K,spr1683,n,n,N-N
gtrB,galE,n,n,N-N
nplT,galE,n,n,N-N
cps2P,galE,n,n,N-N
cps2K,galE,n,n,N-N
cps2J,ugd,n,y,N-E
galT1,ugd,n,y,N-E
galT2,ugd,n,y,N-E
cps2K,ugd,n,y,N-E
spr0138,ugd,n,y,N-E
GalE,ugd,n,y,N-E
spr1683,ugd,n,y,N-E
galE,ugd,n,y,N-E
galT-2,SPD_0143,n,n,N-N
SPD_1648,SPD_0143,n,n,N-N
glgA,glgB,n,n,N-N
SPD_0961,glgB,y,n,E-N
cpoA,glgB,n,n,N-N
nplT,glgB,n,n,N-N
pulA,glgB,n,n,N-N
cps2I,glgB,n,n,N-N
cps2G,glgB,n,n,N-N
cps2T,glgB,n,n,N-N
amy,glgB,n,n,N-N
malQ,glgB,n,n,N-N
malP,glgB,n,n,N-N
rpmG-2,rpsI,n,n,N-N
rpmG-1,rpsI,n,n,N-N
era,rpsI,n,n,N-N
rpmH,rpsI,y,n,E-N
tig,rpsI,n,n,N-N
rpmG,rpsI,y,n,E-N
tsf,rpsI,y,n,E-N
lysS,rpsI,y,n,E-N
rpsU,rpsI,n,n,N-N
rplI,rpsI,n,n,N-N
rpsF,rpsI,y,n,E-N
rplD,rpsI,y,n,E-N
rpmC,rpsI,n,n,N-N
rplN,rpsI,y,n,E-N
rplQ,rpsI,y,n,E-N
rplU,rpsI,n,n,N-N
rpsB,rpsI,n,n,N-N
rpmD,rpsI,n,n,N-N
rplP,rpsI,y,n,E-N
rplW,rpsI,n,n,N-N
rplC,rpsI,n,n,N-N
tyrS,serS,y,y,E-E
trpS,serS,y,y,E-E
thrS,serS,y,y,E-E
lysS,serS,y,y,E-E
cysS,serS,n,y,N-E
valS,serS,n,y,N-E
hisS,serS,n,y,N-E
ribD,serS,n,y,N-E
SPD_0505,pheS,y,n,E-N
tuf,pheS,y,n,E-N
alaS,pheS,n,n,N-N
SPD_0265,pheS,n,n,N-N
trpS,pheS,y,n,E-N
thrS,pheS,y,n,E-N
lysS,pheS,y,n,E-N
aspS,pheS,n,n,N-N
valS,pheS,n,n,N-N
hisS,pheS,n,n,N-N
serS,pheS,y,n,E-N
SPD_1788,ksgA,n,n,N-N
rnmV,ksgA,y,n,E-N
SPD_1778,ksgA,n,n,N-N
rpsA,ksgA,n,n,N-N
rsgA,ksgA,n,n,N-N
SPD_1779,ksgA,n,n,N-N
trmB,ksgA,n,n,N-N
SPD_1233,ksgA,n,n,N-N
msrAB1,ksgA,n,n,N-N
msrAB2,ksgA,n,n,N-N
rpe,ksgA,y,n,E-N
rplJ,ksgA,y,n,E-N
cbf1,ksgA,n,n,N-N
sun,ksgA,n,n,N-N
pvaA,SPD_0908,n,n,N-N
SPD_0909,SPD_0908,n,n,N-N
SPD_0905,SPD_0908,n,n,N-N
hemK,SPD_0908,n,n,N-N
SPD_0911,SPD_0908,n,n,N-N
SPD_1742,SPD_1743,n,n,N-N
SPD_1741,SPD_1743,n,n,N-N
alr,SPD_1743,y,n,E-N
rpsI,tsaD,n,y,N-E
serS,tsaD,y,y,E-E
pheS,tsaD,n,y,N-E
ksgA,tsaD,n,y,N-E
SPD_0908,tsaD,n,y,N-E
SPD_1743,tsaD,n,y,N-E
rimI,tsaD,n,y,N-E
SPD_1743,SPD_0134,n,y,N-E
rimI,SPD_0134,n,y,N-E
tsaD,SPD_0134,y,y,E-E
SPD_1848,rnpA,n,y,N-E
SPD_1653,rnpA,n,y,N-E
rpmH,rnpA,y,y,E-E
cshA,rnpA,n,y,N-E
rimM,rnpA,y,y,E-E
yidC,rnpA,n,y,N-E
SPD_1850,rnpA,y,y,E-E
rpsF,rnpA,y,y,E-E
htpX,gidB,n,n,N-N
rlmH,gidB,n,n,N-N
rsmI,gidB,n,n,N-N
mraW,gidB,y,n,E-N
rnpA,gidB,y,n,E-N
SPD_0981,SPD_0979,n,y,N-E
SPD_0977,SPD_0979,n,y,N-E
rex,SPD_0979,n,y,N-E
SPD_0765,SPD_0979,n,y,N-E
Aminotransferase,SPD_0979,n,y,N-E
sufS,SPD_0979,n,y,N-E
SPD_0978,SPD_0979,n,y,N-E
Aminotransferase,thiI,n,n,N-N
SPD_0979,thiI,y,n,E-N
cmk,ribF,n,n,N-N
ribD,ribF,n,n,N-N
ribE,ribF,n,n,N-N
ribB,ribF,n,n,N-N
ribH,ribF,n,n,N-N
SPD_0979,trmU,y,n,E-N
thiI,trmU,n,n,N-N
ribF,trmU,n,n,N-N
spr1742,ply,n,n,N-N
SPD_1727,ply,n,n,N-N
SPD_1728,ply,n,n,N-N
SPD_1729,ply,n,n,N-N
cbpA,ply,n,n,N-N
SPD_1463,ply,n,n,N-N
phtE,ply,n,n,N-N
lytA,ply,n,n,N-N
pcpA,ply,n,n,N-N
lytC,ply,n,n,N-N
mecA,ply,n,n,N-N
lytB,ply,n,n,N-N
phtD,ply,n,n,N-N
ply,pspA,n,n,N-N
SPD_1952,SPD_1745,n,n,N-N
SPD_1746,SPD_1745,n,n,N-N
SPD_1733,SPD_1732,n,n,N-N
SPD_1734,SPD_1732,n,n,N-N
SPD_1731,SPD_1732,n,n,N-N
SPD_0451,SPD_0450,n,n,N-N
SPD_0784,SPD_0450,n,n,N-N
SPD_0782,SPD_0450,n,n,N-N
Integrase/recombinase,SPD_0450,n,n,N-N
hsdR,SPD_0450,n,n,N-N
hsdM,SPD_0450,n,n,N-N
hsdS,SPD_0450,n,n,N-N
SPD_1756,SPD_1754,n,n,N-N
SPD_1745,SPD_1754,n,n,N-N
SPD_1785,SPD_1755,n,n,N-N
SPD_1756,SPD_1755,n,n,N-N
SPD_1745,SPD_1755,n,n,N-N
SPD_1754,SPD_1755,n,n,N-N
SPD_1175,SPD_1177,n,n,N-N
SPD_1176,SPD_1177,n,n,N-N
SPD_1178,SPD_1177,n,n,N-N
SPD_0143,SPD_0142,n,n,N-N
SPD_0141,SPD_0142,n,n,N-N
SPD_0450,SPD_0142,n,n,N-N
SPD_0140,SPD_0142,n,n,N-N
SPD_1177,SPD_0142,n,n,N-N
SPD_1746,slgA2,n,n,N-N
SPD_1745,slgA2,n,n,N-N
SPD_1754,slgA2,n,n,N-N
